,timestamp,latitude,longitude,altitude_m,acc_horiz,acc_vert,course,speed_kts,altitude_ft,bank,pitch
560,2024-11-06T22:36:29.61Z,40.718978,-114.042533,1289.5,0.0,0.0,-1.0,0.0,4230.67,-0.52,-0.17
561,2024-11-06T22:36:30.21Z,40.718978,-114.042528,1289.6,0.0,0.0,91.97,2.26,4230.83,-0.28,1.43
562,2024-11-06T22:36:31.61Z,40.718978,-114.042465,1289.4,0.0,0.0,90.21,10.83,4230.46,-0.22,1.37
563,2024-11-06T22:36:32.21Z,40.718979,-114.042416,1289.4,0.0,0.0,90.0,14.56,4230.35,0.0,1.35
564,2024-11-06T22:36:33.61Z,40.718979,-114.042248,1289.4,0.0,0.0,89.9,23.33,4230.19,0.77,1.35
565,2024-11-06T22:36:34.21Z,40.718979,-114.042153,1289.3,0.0,0.0,90.0,27.04,4230.12,0.76,1.44
566,2024-11-06T22:36:35.81Z,40.718978,-114.041878,1289.3,0.0,0.0,90.25,35.71,4230.0,0.02,1.51
567,2024-11-06T22:36:36.41Z,40.718978,-114.041688,1289.3,0.0,0.0,90.14,40.59,4229.91,0.46,1.4
568,2024-11-06T22:36:37.84Z,40.718979,-114.041299,1289.3,0.0,0.0,89.73,49.06,4229.86,0.47,1.47
569,2024-11-06T22:36:38.84Z,40.71898,-114.040977,1289.2,0.0,0.0,89.92,55.07,4229.63,0.47,1.67
570,2024-11-06T22:36:39.85Z,40.718979,-114.040619,1289.3,0.0,0.0,90.13,60.92,4229.84,0.07,1.55
571,2024-11-06T22:36:40.82Z,40.718979,-114.040387,1289.3,0.0,0.0,90.09,64.42,4229.85,1.09,1.77
572,2024-11-06T22:36:41.61Z,40.718979,-114.039885,1289.3,0.0,0.0,89.98,71.38,4229.93,1.23,1.53
573,2024-11-06T22:36:42.21Z,40.718979,-114.039615,1289.2,0.0,0.0,89.99,74.84,4229.73,1.05,1.5
574,2024-11-06T22:36:43.81Z,40.718979,-114.038937,1289.3,0.0,0.0,89.92,82.75,4229.85,1.24,1.42
575,2024-11-06T22:36:44.41Z,40.71898,-114.03852,1289.2,0.0,0.0,89.83,87.2,4229.6,1.34,1.23
576,2024-11-06T22:36:45.83Z,40.718982,-114.037738,1289.1,0.0,0.0,89.79,94.84,4229.37,0.52,1.33
577,2024-11-06T22:36:47.21Z,40.718983,-114.036892,1289.2,0.0,0.0,90.01,102.3,4229.72,1.05,2.18
578,2024-11-06T22:36:49.21Z,40.718982,-114.035586,1290.9,0.0,0.0,89.95,110.86,4235.12,0.19,9.54
579,2024-11-06T22:36:50.01Z,40.718982,-114.035038,1291.7,0.0,0.0,89.91,113.54,4238.01,0.34,8.13
580,2024-11-06T22:36:52.21Z,40.718971,-114.033471,1298.7,0.0,0.0,90.72,119.89,4260.67,0.09,9.7
581,2024-11-06T22:36:54.41Z,40.718964,-114.031829,1309.7,0.0,0.0,89.88,125.24,4296.77,0.88,8.24
582,2024-11-06T22:36:55.21Z,40.718964,-114.031213,1313.8,0.0,0.0,89.87,127.24,4310.42,1.31,7.64
583,2024-11-06T22:36:56.61Z,40.718967,-114.030111,1321.1,0.0,0.0,89.5,130.83,4334.48,-1.49,8.39
584,2024-11-06T22:36:57.41Z,40.718972,-114.029469,1326.0,0.0,0.0,89.23,132.72,4350.35,-0.75,7.98
585,2024-11-06T22:36:58.01Z,40.718977,-114.028982,1330.0,0.0,0.0,89.29,134.04,4363.47,1.54,7.47
586,2024-11-06T22:36:59.01Z,40.718982,-114.02816,1336.5,0.0,0.0,89.57,136.01,4384.71,3.34,8.43
