timestamp,latitude,longitude,altitude_m,acc_horiz,acc_vert,course,speed_kts,altitude_ft,bank,pitch
2024-11-06T19:19:59.67Z,40.727393,-114.038718,1294.2,1.0,1.0,-1.0,0.0,4246.18,-0.6,1.27
2024-11-06T19:20:00.28Z,40.727392,-114.038718,1294.3,1.0,1.0,-1.0,0.0,4246.29,-0.6,1.27
2024-11-06T19:20:01.68Z,40.727392,-114.038718,1294.4,1.0,1.0,-1.0,0.0,4246.86,-0.6,1.27
2024-11-06T19:20:02.28Z,40.727392,-114.038717,1294.6,1.0,1.0,-1.0,0.0,4247.47,-0.6,1.27
2024-11-06T19:20:03.08Z,40.727392,-114.038717,1294.8,1.0,1.0,-1.0,0.0,4247.97,-0.6,1.27
2024-11-06T19:20:04.48Z,40.727392,-114.038716,1294.9,0.0,1.0,-1.0,0.0,4248.45,-0.6,1.27
2024-11-06T19:20:05.08Z,40.727392,-114.038716,1295.0,0.0,1.0,-1.0,0.0,4248.53,-0.6,1.27
2024-11-06T19:20:06.48Z,40.727393,-114.038715,1294.9,0.0,1.0,-1.0,0.0,4248.39,-0.6,1.27
2024-11-06T19:20:07.08Z,40.727393,-114.038715,1294.9,0.0,1.0,-1.0,0.0,4248.34,-0.6,1.27
2024-11-06T19:20:08.47Z,40.727393,-114.038716,1295.0,0.0,1.0,-1.0,0.0,4248.73,-0.6,1.27
2024-11-06T19:20:09.08Z,40.727392,-114.038718,1295.2,0.0,1.0,-1.0,0.0,4249.21,-0.6,1.27
2024-11-06T19:20:10.69Z,40.727391,-114.03872,1295.4,0.0,1.0,-1.0,0.0,4250.1,-0.6,1.27
2024-11-06T19:20:11.67Z,40.727391,-114.03872,1295.5,0.0,1.0,-1.0,0.0,4250.33,-0.6,1.27
2024-11-06T19:20:12.88Z,40.727392,-114.038722,1295.6,0.0,1.0,-1.0,0.0,4250.58,-0.6,1.27
2024-11-06T19:20:13.68Z,40.727392,-114.038723,1295.6,0.0,1.0,-1.0,0.0,4250.66,-0.6,1.27
2024-11-06T19:20:14.88Z,40.727391,-114.038725,1295.6,0.0,1.0,-1.0,0.0,4250.74,-0.6,1.27
2024-11-06T19:20:15.68Z,40.727391,-114.038726,1295.6,0.0,1.0,-1.0,0.0,4250.82,-0.6,1.27
2024-11-06T19:20:16.88Z,40.727392,-114.038727,1295.7,0.0,1.0,-1.0,0.0,4250.87,-0.6,1.27
2024-11-06T19:20:17.68Z,40.727392,-114.038728,1295.7,0.0,1.0,-1.0,0.0,4250.99,-0.6,1.27
2024-11-06T19:20:18.28Z,40.727392,-114.038728,1295.7,0.0,1.0,-1.0,0.0,4251.14,-0.6,1.27
2024-11-06T19:20:19.70Z,40.727393,-114.038727,1295.7,0.0,1.0,-1.0,0.0,4250.86,-0.6,1.27
2024-11-06T19:20:20.48Z,40.727394,-114.038726,1295.7,0.0,1.0,-1.0,0.0,4250.86,-0.6,1.27
2024-11-06T19:20:21.70Z,40.727395,-114.038726,1295.7,0.0,1.0,-1.0,0.0,4250.9,-0.6,1.27
2024-11-06T19:20:22.68Z,40.727395,-114.038726,1295.6,0.0,1.0,-1.0,0.0,4250.77,-0.6,1.27
2024-11-06T19:20:23.48Z,40.727396,-114.038725,1295.6,0.0,1.0,-1.0,0.0,4250.5,-0.6,1.27
2024-11-06T19:20:24.70Z,40.727396,-114.038725,1295.5,0.0,1.0,-1.0,0.0,4250.34,-0.6,1.27
2024-11-06T19:20:25.68Z,40.727397,-114.038725,1295.6,0.0,1.0,-1.0,0.0,4250.51,-0.6,1.27
2024-11-06T19:20:26.48Z,40.727398,-114.038725,1295.6,0.0,0.0,-1.0,0.0,4250.6,-0.6,1.27
2024-11-06T19:20:27.69Z,40.727398,-114.038724,1295.6,0.0,0.0,-1.0,0.0,4250.66,-0.6,1.27
2024-11-06T19:20:29.08Z,40.727399,-114.038724,1295.7,0.0,0.0,-1.0,0.0,4250.93,-0.6,1.27
2024-11-06T19:20:31.28Z,40.7274,-114.038723,1295.7,0.0,0.0,-1.0,0.0,4250.83,-0.6,1.27
2024-11-06T19:20:32.68Z,40.727401,-114.038722,1295.7,0.0,0.0,-1.0,0.0,4250.99,-0.6,1.27
2024-11-06T19:20:33.88Z,40.727401,-114.038721,1295.8,0.0,0.0,-1.0,0.0,4251.27,-0.6,1.27
2024-11-06T19:20:34.68Z,40.727401,-114.038721,1295.8,0.0,0.0,-1.0,0.0,4251.37,-0.6,1.27
2024-11-06T19:20:35.88Z,40.727401,-114.038721,1295.9,0.0,0.0,-1.0,0.0,4251.75,-0.6,1.27
2024-11-06T19:20:36.70Z,40.727402,-114.038721,1295.9,0.0,0.0,-1.0,0.0,4251.76,-0.6,1.27
2024-11-06T19:20:38.08Z,40.727402,-114.038722,1295.8,0.0,0.0,-1.0,0.0,4251.44,-0.6,1.27
2024-11-06T19:20:39.69Z,40.727402,-114.038722,1295.9,0.0,0.0,-1.0,0.0,4251.53,-0.6,1.27
