,timestamp,latitude,longitude,altitude_m,acc_horiz,acc_vert,course,speed_kts,altitude_ft,bank,pitch
436,2024-11-06T19:28:51.29Z,40.718965,-114.042537,1291.5,0.0,0.0,-1.0,0.0,4237.3,-0.54,0.68
437,2024-11-06T19:28:53.49Z,40.718966,-114.042527,1291.7,0.0,0.0,92.0,3.89,4237.73,-0.42,1.86
438,2024-11-06T19:28:54.09Z,40.718966,-114.042504,1291.7,0.0,0.0,91.06,7.39,4237.84,-0.43,1.97
439,2024-11-06T19:28:55.49Z,40.718964,-114.042399,1291.7,0.0,0.0,90.28,15.73,4237.8,-0.44,2.22
440,2024-11-06T19:28:56.70Z,40.718965,-114.042253,1291.6,0.0,0.0,89.52,22.98,4237.7,-0.22,2.04
441,2024-11-06T19:28:57.49Z,40.718965,-114.042126,1291.6,0.0,0.0,89.88,27.87,4237.7,-0.42,2.18
442,2024-11-06T19:28:58.70Z,40.718964,-114.04189,1291.7,0.0,0.0,90.06,35.22,4237.76,-0.19,2.26
443,2024-11-06T19:28:59.49Z,40.718964,-114.041703,1291.7,0.0,0.0,89.92,39.98,4237.78,0.5,1.86
444,2024-11-06T19:29:00.89Z,40.718964,-114.041321,1291.7,0.0,0.0,89.88,48.36,4238.01,0.06,2.07
445,2024-11-06T19:29:01.68Z,40.718964,-114.041136,1291.7,0.0,0.0,89.74,51.98,4237.97,0.16,1.95
446,2024-11-06T19:29:02.29Z,40.718965,-114.040868,1291.8,0.0,0.0,89.55,56.72,4238.22,-0.03,2.19
447,2024-11-06T19:29:03.69Z,40.718967,-114.040423,1291.8,0.0,0.0,89.84,63.72,4238.29,0.33,1.79
448,2024-11-06T19:29:04.29Z,40.718967,-114.040099,1291.8,0.0,0.0,89.92,68.31,4238.26,0.79,1.69
449,2024-11-06T19:29:05.69Z,40.718968,-114.03957,1291.8,0.0,0.0,89.78,75.09,4238.05,0.34,1.65
450,2024-11-06T19:29:07.09Z,40.718967,-114.038789,1291.8,0.0,0.0,90.31,83.96,4238.03,0.49,1.52
451,2024-11-06T19:29:08.49Z,40.718965,-114.038036,1291.6,0.0,0.0,89.93,91.57,4237.56,0.8,1.52
452,2024-11-06T19:29:09.70Z,40.718965,-114.03734,1291.6,0.0,0.0,90.06,97.95,4237.5,0.73,1.41
453,2024-11-06T19:29:10.48Z,40.718964,-114.036851,1291.9,0.0,0.0,90.28,101.96,4238.5,1.25,5.0
454,2024-11-06T19:29:11.70Z,40.71896,-114.036083,1292.5,0.0,0.0,90.41,107.36,4240.34,0.54,9.47
455,2024-11-06T19:29:12.48Z,40.718957,-114.03555,1292.5,0.0,0.0,90.48,110.45,4240.5,0.09,9.97
456,2024-11-06T19:29:13.70Z,40.718952,-114.034726,1292.2,0.0,0.0,90.38,114.57,4239.64,4.68,9.41
457,2024-11-06T19:29:14.49Z,40.718951,-114.034161,1292.1,0.0,0.0,89.95,116.63,4239.22,1.97,8.78
458,2024-11-06T19:29:15.89Z,40.718955,-114.033143,1293.6,0.0,0.0,89.85,121.16,4244.21,2.54,11.78
459,2024-11-06T19:29:17.29Z,40.718956,-114.032093,1297.5,0.0,0.0,90.13,124.72,4257.05,2.15,13.21
460,2024-11-06T19:29:19.29Z,40.718953,-114.030556,1309.3,0.0,0.0,90.18,127.94,4295.75,1.8,13.69
461,2024-11-06T19:29:20.09Z,40.718951,-114.029929,1315.2,0.0,0.0,90.21,129.31,4314.82,2.15,13.57
462,2024-11-06T19:29:21.49Z,40.718948,-114.028818,1326.3,0.0,0.0,90.22,131.64,4351.35,2.04,12.91
463,2024-11-06T19:29:22.29Z,40.718945,-114.028173,1333.0,0.0,0.0,90.39,133.0,4373.32,3.5,12.6
464,2024-11-06T19:29:24.29Z,40.71893,-114.02653,1350.2,0.0,0.0,90.9,136.67,4429.84,2.57,11.64
465,2024-11-06T19:29:25.09Z,40.718922,-114.025861,1357.2,0.0,0.0,90.92,138.09,4452.61,0.71,10.8
