timestamp,latitude,longitude,altitude_m,acc_horiz,acc_vert,course,speed_kts,altitude_ft,bank,pitch
2024-11-06T15:57:36.38Z,40.726733,-114.042009,1291.4,0.0,1.0,-1.0,0.0,4236.93,-0.42,0.37
2024-11-06T15:57:37.78Z,40.726734,-114.042009,1291.4,0.0,1.0,-1.0,0.0,4236.98,-0.44,0.32
2024-11-06T15:57:38.78Z,40.726734,-114.042009,1291.4,0.0,1.0,-1.0,0.0,4237.01,-0.42,0.25
2024-11-06T15:57:39.38Z,40.726734,-114.042009,1291.4,0.0,1.0,-1.0,0.0,4237.02,-0.42,0.23
2024-11-06T15:57:40.78Z,40.726734,-114.042009,1291.4,0.0,1.0,-1.0,0.0,4237.03,-0.41,0.16
2024-11-06T15:57:41.78Z,40.726735,-114.042009,1291.5,0.0,1.0,-1.0,0.0,4237.06,-0.4,0.15
2024-11-06T15:57:42.38Z,40.726735,-114.042009,1291.5,0.0,1.0,-1.0,0.0,4237.32,-0.43,0.15
2024-11-06T15:57:43.38Z,40.726735,-114.042009,1291.7,0.0,1.0,-1.0,0.0,4237.78,-0.39,0.09
2024-11-06T15:57:44.80Z,40.726735,-114.042009,1292.0,0.0,1.0,-1.0,0.0,4238.84,-0.37,0.01
2024-11-06T15:57:45.58Z,40.726735,-114.042009,1292.1,0.0,1.0,-1.0,0.0,4239.12,-0.41,0.0
2024-11-06T15:57:46.38Z,40.726735,-114.042009,1292.2,0.0,1.0,-1.0,0.0,4239.37,-0.26,-0.14
2024-11-06T15:57:47.58Z,40.726735,-114.042008,1292.3,0.0,1.0,-1.0,0.0,4239.77,-0.07,-0.4
2024-11-06T15:57:48.18Z,40.726735,-114.042008,1292.3,0.0,1.0,-1.0,0.0,4239.86,-0.03,-0.41
2024-11-06T15:57:50.22Z,40.726735,-114.042008,1292.6,0.0,1.0,-1.0,0.0,4240.75,0.05,-0.48
2024-11-06T15:57:51.78Z,40.726734,-114.042008,1292.9,0.0,1.0,-1.0,0.0,4241.82,0.12,-0.53
2024-11-06T15:57:53.39Z,40.726734,-114.042008,1293.1,0.0,1.0,-1.0,0.0,4242.48,-0.02,-0.33
2024-11-06T15:57:54.78Z,40.726734,-114.042008,1293.3,0.0,1.0,-1.0,0.0,4243.0,-0.08,-0.19
2024-11-06T15:57:56.38Z,40.726733,-114.042008,1293.5,0.0,1.0,-1.0,0.0,4243.88,-0.19,0.03
2024-11-06T15:57:57.58Z,40.726733,-114.042008,1293.6,0.0,1.0,-1.0,0.0,4244.1,-0.23,0.11
2024-11-06T15:57:58.38Z,40.726734,-114.042008,1293.6,0.0,1.0,-1.0,0.0,4244.19,-0.28,0.12
2024-11-06T15:57:59.20Z,40.726734,-114.042008,1293.7,0.0,1.0,-1.0,0.0,4244.27,-0.26,0.14
2024-11-06T15:58:00.78Z,40.726734,-114.042007,1293.9,0.0,1.0,-1.0,0.0,4245.02,-0.33,0.18
2024-11-06T15:58:01.38Z,40.726734,-114.042007,1293.9,0.0,1.0,-1.0,0.0,4245.19,-0.31,0.18
2024-11-06T15:58:03.78Z,40.726734,-114.042007,1294.0,0.0,1.0,-1.0,0.0,4245.54,-0.3,0.26
2024-11-06T15:58:04.38Z,40.726734,-114.042006,1294.1,0.0,1.0,-1.0,0.0,4245.81,-0.28,0.26
2024-11-06T15:58:06.78Z,40.726734,-114.042006,1294.3,0.0,1.0,-1.0,0.0,4246.56,-0.22,0.18
2024-11-06T15:58:07.58Z,40.726734,-114.042005,1294.4,0.0,1.0,-1.0,0.0,4246.86,-0.18,0.2
