timestamp,latitude,longitude,altitude_m,acc_horiz,acc_vert,course,speed_kts,altitude_ft,bank,pitch
2024-11-07T16:17:16.30Z,40.727422,-114.0387,1293.6,0.0,1.0,-1.0,0.0,4244.22,-0.61,0.3
2024-11-07T16:17:18.24Z,40.727422,-114.038701,1293.6,0.0,1.0,-1.0,0.0,4244.08,-0.61,0.3
2024-11-07T16:17:19.86Z,40.727422,-114.038701,1293.5,0.0,1.0,-1.0,0.0,4243.91,-0.61,0.3
2024-11-07T16:17:20.65Z,40.727422,-114.038701,1293.5,0.0,1.0,-1.0,0.0,4243.86,-0.61,0.3
2024-11-07T16:17:21.47Z,40.727421,-114.038701,1293.5,0.0,1.0,-1.0,0.0,4243.85,-0.61,0.3
2024-11-07T16:17:22.27Z,40.727421,-114.038701,1293.5,0.0,1.0,-1.0,0.0,4243.82,-0.61,0.3
2024-11-07T16:17:23.46Z,40.727421,-114.038702,1293.5,0.0,1.0,-1.0,0.0,4243.81,-0.61,0.3
2024-11-07T16:17:25.24Z,40.727421,-114.038702,1293.5,0.0,1.0,-1.0,0.0,4243.8,-0.61,0.3
2024-11-07T16:17:27.25Z,40.727421,-114.038702,1293.5,0.0,1.0,-1.0,0.0,4243.86,-0.61,0.3
2024-11-07T16:17:28.65Z,40.727421,-114.038703,1293.5,0.0,1.0,-1.0,0.0,4243.9,-0.61,0.3
2024-11-07T16:17:30.27Z,40.727418,-114.038701,1293.9,0.0,1.0,-1.0,0.0,4244.95,-0.61,0.3
2024-11-07T16:17:31.24Z,40.727417,-114.0387,1294.0,0.0,1.0,-1.0,0.0,4245.47,-0.61,0.3
2024-11-07T16:17:32.25Z,40.727413,-114.038697,1294.3,0.0,1.0,-1.0,0.0,4246.52,-0.61,0.3
2024-11-07T16:17:33.63Z,40.727409,-114.038696,1294.7,0.0,1.0,-1.0,0.0,4247.86,-0.61,0.3
2024-11-07T16:17:36.06Z,40.727404,-114.038693,1295.3,0.0,1.0,-1.0,0.0,4249.7,-0.61,0.3
2024-11-07T16:17:37.44Z,40.727402,-114.038693,1295.5,0.0,1.0,-1.0,0.0,4250.39,-0.61,0.3
2024-11-07T16:17:38.84Z,40.727401,-114.038692,1295.7,0.0,1.0,-1.0,0.0,4251.04,-0.61,0.3
2024-11-07T16:17:39.44Z,40.7274,-114.038692,1295.8,0.0,1.0,-1.0,0.0,4251.25,-0.61,0.3
2024-11-07T16:17:40.84Z,40.727399,-114.038691,1296.0,0.0,1.0,-1.0,0.0,4251.83,-0.61,0.3
